,VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
107,1G1RF6E4XD,Island,Langley,WA,98260.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,10.0,165553083,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029972000.0
108,5UXTA6C08P,Island,Oak Harbor,WA,98277.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,10.0,228275652,POINT (-122.6788673 48.2897314),PUGET SOUND ENERGY INC,53029970601.0
109,JN1AZ0CP4B,Snohomish,Everett,WA,98208.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,44.0,214353912,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041605.0
110,5YJ3E1EB5P,Whitman,Pullman,WA,99163.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,221182468,POINT (-117.17912 46.730885),AVISTA CORP,53075000400.0
111,KNAGV4LD2H,Snohomish,Lake Stevens,WA,98258.0,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,44.0,147938556,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052711.0
112,WBA33AG09P,Chelan,Cashmere,WA,98815.0,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,12.0,233861736,POINT (-120.4687 47.5173233),PUD NO 1 OF CHELAN COUNTY,53007960501.0
113,5YJ3E1EBXL,Kitsap,Bremerton,WA,98311.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23.0,259171342,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091900.0
114,1N4AZ1CP1K,Thurston,Yelm,WA,98597.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,20.0,100583633,POINT (-122.61023 46.94126),PUGET SOUND ENERGY INC,53067012510.0
115,1C4JJXN60P,Whitman,Pullman,WA,99163.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9.0,252347217,POINT (-117.17912 46.730885),AVISTA CORP,53075000300.0
116,5YJSA1E23L,Snohomish,Mukilteo,WA,98275.0,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,21.0,6155635,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
117,WAUUPBFF7J,Snohomish,Lake Stevens,WA,98258.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,44.0,194842364,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607.0
118,1C4JJXP60M,Snohomish,Mukilteo,WA,98275.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,21.0,167310531,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042005.0
119,3FA6P0SU7E,Grant,Moses Lake,WA,98837.0,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,13.0,208009469,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011102.0
120,KNDPZDAH5P,Snohomish,Mill Creek,WA,98012.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,44.0,244217312,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061041704.0
121,1N4BZ0CP8G,Kitsap,Bainbridge Island,WA,98110.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23.0,141242853,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700.0
122,5YJ3E1EB2J,Snohomish,Stanwood,WA,98292.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10.0,111705415,POINT (-122.3684051 48.2414921),PUGET SOUND ENERGY INC,53061053202.0
123,KNDCC3LG1L,Snohomish,Monroe,WA,98272.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,39.0,138980376,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052208.0
124,3C3CFFGE1J,Snohomish,Mukilteo,WA,98275.0,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21.0,216974579,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061041301.0
126,1N4AZ0CP7F,Snohomish,Lynnwood,WA,98037.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32.0,138371796,POINT (-122.297265 47.84182),PUGET SOUND ENERGY INC,53061051602.0
127,5YJ3E1EA9L,Snohomish,Monroe,WA,98272.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,39.0,150141141,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203.0
128,1N4AZ1CP0K,Thurston,Olympia,WA,98512.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,35.0,190278315,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011901.0
129,5YJ3E1EAXJ,Whitman,Pullman,WA,99163.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,9.0,200479478,POINT (-117.17912 46.730885),AVISTA CORP,53075000202.0
130,5YJXCDE2XL,Snohomish,Lake Stevens,WA,98258.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,44.0,6320611,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052605.0
131,1G1FY6S04L,Thurston,Olympia,WA,98501.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22.0,103625427,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400.0
132,JTDKARFP5K,Thurston,Lacey,WA,98503.0,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22.0,474517963,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011300.0
133,5YJSA1E20F,Yakima,Yakima,WA,98903.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,14.0,233774187,POINT (-120.477805 46.553505),PACIFICORP,53077002803.0
134,KL8CL6S09G,Snohomish,Mukilteo,WA,98275.0,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,21.0,478627558,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
135,1N4AZ0CP2D,Skagit,Anacortes,WA,98221.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,40.0,131910502,POINT (-122.615305 48.501275),NO KNOWN ELECTRIC UTILITY SERVICE,53057950100.0
136,5YJ3E1EA3L,Thurston,Olympia,WA,98516.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22.0,125755003,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012221.0
137,5YJXCAE21H,Snohomish,Snohomish,WA,98296.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44.0,211263118,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052008.0
138,5YJ3E1EB7K,Snohomish,Lynnwood,WA,98036.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32.0,342608066,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051930.0
139,YV4H60DP5R,Thurston,Lacey,WA,98503.0,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22.0,257391242,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011300.0
140,KNDCC3LD8J,Snohomish,Woodway,WA,98020.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,32.0,227902741,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050600.0
141,5YJ3E1EA1J,Yakima,Yakima,WA,98908.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15.0,182432071,POINT (-120.6027202 46.5965625),PACIFICORP,53077003400.0
142,5YJ3E1EB5N,Whitman,Pullman,WA,99163.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,194305317,POINT (-117.17912 46.730885),AVISTA CORP,53075000500.0
143,1N4AZ0CP8D,King,Seattle,WA,98104.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,37.0,117179142,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102.0
144,1N4AZ0CP7D,Snohomish,Snohomish,WA,98290.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,208697842,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052301.0
145,WBY2Z6C53K,Grant,Moses Lake,WA,98837.0,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,13.0,166321998,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011002.0
146,5YJ3E1EA3J,Snohomish,Bothell,WA,98012.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1.0,151162378,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921.0
147,5YJ3E1EB9K,Yakima,Selah,WA,98942.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,15.0,170947108,POINT (-120.54188 46.654175),PACIFICORP,53077003200.0
148,3FA6P0PU9F,Skagit,Mount Vernon,WA,98273.0,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,40.0,9624667,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952303.0
149,7SAYGDEE4P,Kitsap,Bainbridge Island,WA,98110.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23.0,258535644,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091002.0
150,JTMFB3FV6N,Kitsap,Seabeck,WA,98380.0,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,35.0,255103145,POINT (-122.847462 47.63836),PUGET SOUND ENERGY INC,53035092000.0
151,1N4AZ1CV7M,King,Kirkland,WA,98034.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,151111103,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0
152,WBA8E1C32H,King,Auburn,WA,98092.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,47.0,178980651,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031208.0
153,5YJYGAEE3M,King,Kirkland,WA,98034.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,152447368,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
155,7SAYGAEE7P,King,Lake Forest Park,WA,98155.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,230149321,POINT (-122.3175 47.7578146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021400.0
156,1FTBW9CK0N,Snohomish,Arlington,WA,98223.0,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39.0,209938942,POINT (-122.12324 48.19485),PUGET SOUND ENERGY INC,53061052803.0
157,3FMTK2SU5P,Clark,Vancouver,WA,98664.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49.0,257932657,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206.0
158,5YJYGDEE0M,King,Kenmore,WA,98028.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,140292148,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.0
159,KM8K23AG8P,King,Burien,WA,98146.0,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,229658278,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700.0
160,1C4RJYE68P,Kitsap,Bremerton,WA,98311.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23.0,228501871,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091600.0
161,7SAYGDEEXN,King,Seattle,WA,98107.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,213481712,POINT (-122.37815 47.66866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302.0
162,1V2WNPE8XP,King,Seattle,WA,98115.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,251839423,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000.0
163,WVGRMPE25M,King,Seattle,WA,98117.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,176591278,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000.0
164,JTMABABA8P,King,Tukwila,WA,98188.0,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,251480897,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
165,WBY8P2C00L,King,Seattle,WA,98122.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,37.0,132197810,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800.0
166,YV4BR0CK0M,Clark,Vancouver,WA,98685.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,18.0,141564538,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908.0
168,1FADP5CUXG,King,Seattle,WA,98133.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,32.0,181300626,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000404.0
169,5YJ3E1EB0J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,345786549,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
170,7SAYGDEE6P,King,Seattle,WA,98107.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,221468516,POINT (-122.37815 47.66866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301.0
171,7FCTGAAA7P,Clark,Vancouver,WA,98684.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17.0,245685380,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319.0
172,5YJSA1E46G,King,Seattle,WA,98125.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46.0,9949922,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700.0
173,7SAYGDEE1P,King,Kent,WA,98030.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47.0,252298504,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507.0
174,1C4JJXN65P,King,Tukwila,WA,98188.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11.0,237820187,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
175,5YJ3E1EB3L,King,Kent,WA,98031.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,47.0,236184728,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029408.0
176,3FMTK3SU7N,King,Bellevue,WA,98006.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,196361315,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
177,5YJ3E1EB3J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41.0,273605041,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701.0
178,3C3CFFGE8E,King,Bellevue,WA,98005.0,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,41.0,349730062,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500.0
179,7SAYGDEF2N,King,Woodinville,WA,98072.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,208406075,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.0
180,1N4AZ1CP0J,King,Shoreline,WA,98133.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,32.0,122055398,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700.0
181,KNDRMDLH4P,King,Bellevue,WA,98006.0,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41.0,231166624,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
182,7SAYGAEE1P,King,Sammamish,WA,98075.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,241451878,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
183,1FADP5CU1D,King,Seattle,WA,98125.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,46.0,5672362,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0
185,2C4RC1L73P,King,Tukwila,WA,98188.0,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11.0,239788965,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
187,50EA1GBAXN,King,Seattle,WA,98133.0,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,205956642,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
188,5YJYGDEE7L,King,Redmond,WA,98052.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45.0,110636676,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
189,1C4RJYB67P,King,Tukwila,WA,98188.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,11.0,245560500,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
190,1V2JNPE83P,King,Seattle,WA,98104.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37.0,259682440,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009200.0
192,1N4AZ0CP1F,King,Tukwila,WA,98168.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11.0,182924423,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200.0
193,KM8K23AG9P,King,Seattle,WA,98125.0,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,253615736,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800.0
194,JTDKARFP9H,King,Auburn,WA,98092.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,31.0,348354520,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000.0
195,JTMEB3FVXP,Snohomish,Monroe,WA,98272.0,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,39.0,257596251,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203.0
196,5YJ3E1EA1L,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,45.0,8719168,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
197,7SAYGDEE5N,King,Sammamish,WA,98075.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,201991702,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
198,7SAYGDEE2P,Clark,Vancouver,WA,98685.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,253233088,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907.0
199,5YJXCBE27H,King,Bellevue,WA,98006.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,41.0,180664928,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
201,5YJ3E1EA6J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41.0,247525806,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
202,WA1VABGE9K,Kitsap,Bremerton,WA,98312.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,35.0,251146346,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700.0
203,7SAYGDEE7P,King,Seattle,WA,98101.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43.0,226110615,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401.0
204,5YJSA1H10E,King,Federal Way,WA,98023.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,30.0,100860658,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030310.0
205,1V2JNPE85P,King,Seattle,WA,98125.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,258135699,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202.0
206,7SAYGDEF4N,King,Kirkland,WA,98033.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,216939887,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
207,2C4RC1L71P,King,Tukwila,WA,98188.0,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11.0,244749221,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
208,YV4BR0CL1M,King,Seattle,WA,98112.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,37.0,140298196,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
